0,8003,7587,7061,17455,13471,13821,13826,13896,13195,6221,13716,13942,13485,13491,15720,12979,13104,13711,13762,13320,14232,7087,16528,6866,12393,13996,13005,6329,13901,13816,13941,13896
1,1483,1899,1453,1574,1193,1198,1128,1192,1133,411,1183,1193,1203,1243,1443,1142,1158,1188,1152,1443,1197,776,1488,441,1137,1178,1138,563,1163,1448,1198,1368
2,817,757,807,552,471,456,451,396,441,127,446,451,421,390,1268,461,431,441,471,441,456,128,547,124,416,421,436,116,451,472,416,421
3,707,702,697,1037,350,341,346,336,346,104,340,350,351,356,395,356,336,351,346,346,341,129,456,101,345,341,341,99,351,366,346,340
4,696,696,696,817,340,351,356,346,351,100,350,340,351,371,391,356,356,346,341,386,351,310,542,101,355,356,356,98,341,391,356,370
5,712,712,697,736,345,341,366,346,366,99,351,376,336,356,381,356,346,376,341,336,366,134,566,97,345,336,376,101,351,336,376,345
6,731,706,701,411,350,361,351,341,345,101,346,336,356,341,356,351,346,346,346,351,351,119,582,102,350,356,346,101,346,346,346,340
7,692,702,742,807,340,346,351,336,345,99,336,341,351,341,351,346,336,355,341,366,351,134,611,99,340,346,341,8746,336,346,341,361
8,747,686,696,822,355,341,350,356,340,100,351,351,346,371,346,346,351,350,381,346,381,135,541,150,370,341,356,572,351,376,356,346
9,687,687,672,426,370,336,335,346,335,101,346,346,356,346,336,356,346,340,356,336,361,126,517,95,366,331,340,346,346,356,346,351
10,721,706,681,761,361,351,345,346,345,99,341,341,366,346,346,341,346,350,356,341,371,120,456,100,346,346,345,356,341,371,341,336
11,672,682,712,556,356,341,365,336,345,104,336,336,366,331,346,346,336,341,361,336,366,117,516,105,341,341,330,346,336,386,356,336
12,676,711,681,542,336,341,345,346,350,99,341,341,346,336,351,346,351,351,341,341,346,124,521,98,351,341,335,356,341,346,346,336
13,682,682,681,431,346,336,335,341,340,95,346,336,356,346,341,341,350,351,356,331,341,116,476,97,346,356,365,346,346,336,351,346
14,671,682,682,476,341,346,350,351,350,100,341,341,350,351,346,341,355,351,330,341,351,113,491,100,351,366,345,336,341,351,351,341
15,707,686,711,832,341,346,350,336,346,100,336,336,345,336,366,341,345,336,330,361,351,114,506,104,336,345,340,341,341,351,336,341
16,706,712,667,937,336,346,371,341,346,107,336,341,345,341,411,346,335,336,330,341,351,264,411,107,336,345,335,336,341,371,361,336
17,682,686,721,712,346,336,336,346,336,97,351,346,335,366,351,331,345,346,335,326,356,127,446,97,366,330,345,371,346,335,346,346
18,697,707,692,446,331,336,331,336,331,8661,331,331,335,331,330,336,325,336,325,321,326,116,411,92,336,330,330,356,326,330,331,331
19,706,686,706,426,326,321,326,326,325,1152,326,326,340,326,316,321,320,326,320,316,326,125,832,93,346,345,325,326,346,346,326,346
20,712,727,682,487,331,371,336,371,325,345,371,331,325,366,321,371,361,326,325,361,371,404,506,96,326,325,325,366,331,330,366,371
