0,7101,7532,8860,13716,6369,13711,14297,15260,17525,13466,14102,13827,13756,14017,14007,6327,13836,13306,17750,14012,14362,6704,13646,13275,12553,12614,13506,18211,13881,14057,14298,13391
1,1508,1864,3253,1203,477,1083,1037,1428,1508,1142,1067,1208,1207,1208,1173,412,1127,1283,1578,1172,1238,540,1027,1188,1192,1077,1233,1804,1138,1143,1138,1178
2,792,722,962,446,127,431,456,582,587,606,421,436,466,451,436,127,441,461,591,446,436,138,436,451,461,431,472,636,486,471,496,436
3,642,652,751,331,94,331,336,531,491,321,341,340,331,325,341,98,336,326,527,346,341,95,331,326,331,335,326,497,321,331,335,345
4,651,666,912,336,100,356,356,516,577,356,346,345,346,340,356,101,356,351,576,346,341,102,351,351,346,345,351,571,356,341,340,340
5,642,632,792,341,92,366,346,536,767,346,356,335,346,350,346,97,376,366,481,356,331,99,346,376,341,365,326,511,356,376,361,320
6,642,671,907,346,104,341,346,466,737,351,326,340,341,330,346,96,341,346,707,351,341,101,346,341,356,340,356,486,341,325,341,350
7,626,651,1975,371,96,341,341,501,381,341,336,345,336,370,336,109,351,331,756,481,346,99,496,376,486,335,496,1088,336,491,351,345
8,692,697,707,376,111,376,501,582,742,376,541,426,501,521,411,145,366,396,526,411,361,101,376,351,496,521,511,561,607,536,351,411
9,627,621,671,336,103,496,356,491,491,380,532,351,336,391,345,98,356,331,421,326,386,101,351,336,381,526,491,461,361,381,326,356
10,656,632,677,516,157,506,507,492,426,801,496,501,501,531,496,1172,471,501,451,507,516,104,476,522,511,506,496,486,516,527,326,361
11,647,642,616,496,102,476,511,446,456,506,481,496,491,536,496,355,491,497,827,496,511,100,496,496,506,486,506,486,486,501,491,331
12,647,616,636,356,100,346,692,441,882,351,346,355,481,366,356,355,511,336,792,496,356,95,496,501,350,346,506,942,471,481,486,341
13,661,667,682,366,161,381,356,487,707,386,400,360,381,361,361,350,371,371,476,370,381,101,365,370,376,376,366,476,361,380,386,366
14,4751,4571,4640,4721,13239,4456,4285,4861,5052,4736,4750,4750,4746,4606,4666,4435,4826,4911,4937,4615,5031,12133,4685,4700,4971,4581,4746,5157,4841,4866,4780,4475
15,2225,2205,2270,2085,1869,2029,2105,2030,2015,1940,1989,2450,1749,2125,2135,1809,2075,2155,2721,2040,2020,1960,1684,2235,1799,1659,1659,2771,1805,2150,1759,2175
16,837,776,792,566,561,526,506,657,631,566,497,542,661,606,567,602,567,496,968,571,586,631,571,601,556,501,596,627,576,521,937,561
17,676,632,636,386,426,376,380,421,806,356,321,361,356,380,381,336,341,371,471,376,365,370,336,361,376,331,335,521,351,421,381,351
18,647,637,636,346,356,356,350,416,486,351,310,356,351,350,356,316,311,356,757,356,355,360,316,356,351,321,330,481,321,370,537,331
19,627,656,622,376,371,376,365,446,511,386,335,376,376,380,371,341,336,376,466,381,380,391,341,370,376,336,345,481,336,381,386,351
20,656,637,627,396,376,366,361,556,486,365,325,371,366,366,381,326,321,391,5743,386,371,371,326,365,381,346,325,777,336,361,436,361
21,667,667,661,381,396,376,371,612,792,370,335,371,370,371,376,326,326,371,406,371,371,391,336,371,371,326,335,441,341,386,381,341
22,676,626,632,351,376,346,351,471,6605,340,305,346,365,346,376,306,336,351,386,346,351,361,316,346,351,311,320,421,341,356,351,321
23,656,1428,637,351,361,346,496,466,361,351,320,341,350,351,501,311,621,346,366,541,626,361,456,516,345,306,310,531,501,361,356,311
24,662,872,631,436,351,431,431,551,346,416,375,346,406,366,421,376,360,421,381,721,426,366,371,411,420,371,391,577,330,356,376,516
25,631,646,626,350,361,350,345,462,366,346,320,346,351,351,361,311,305,351,351,375,346,356,311,351,351,311,315,426,310,361,360,306
26,722,737,762,511,507,501,491,1263,491,501,471,497,491,501,501,466,472,501,506,501,501,506,451,527,516,466,461,637,471,496,501,466
27,3778,3664,3678,3423,3393,3192,3192,4014,3959,3218,3247,3292,3162,3268,3208,3789,3127,3197,3688,3177,3298,3122,3107,3227,3117,3202,3287,4666,3102,3227,3413,3292
28,1213,1197,1163,1082,1017,1057,1384,897,947,957,998,993,957,957,1087,977,1138,1083,917,963,1092,952,1122,907,1068,997,987,972,1008,983,992,1008
29,2029,2155,2124,1588,1764,1534,1618,1845,1925,1594,1709,1614,1649,1579,1623,1804,1674,1579,1799,1568,1653,1880,1648,1578,1539,1713,1669,1959,1684,1584,1599,1684
30,782,812,787,446,461,456,451,481,466,456,456,446,451,451,461,466,471,461,466,456,446,461,456,456,456,461,456,476,456,451,461,486
31,4089,3994,3929,4109,3939,3719,3508,3583,3583,3629,3994,3618,3644,3718,3638,3904,3985,3593,3684,3668,3648,3989,3553,3683,3618,3558,4039,3728,3583,3829,3658,3508
32,892,877,902,547,536,546,546,516,511,556,541,511,546,506,551,516,636,546,516,522,542,532,541,506,546,506,496,536,537,576,546,561
33,1333,1528,1363,1157,1153,1228,1047,1158,1032,1083,1213,1097,1163,1177,1087,1113,1008,1168,1098,1132,1072,1243,1142,1127,1047,1137,1072,1097,1087,1083,1127,1103
34,696,702,661,361,381,331,381,391,370,371,381,380,376,341,371,371,366,371,346,325,386,326,371,330,370,375,381,381,365,376,376,376
35,1063,1022,997,666,722,786,707,712,711,672,702,706,667,692,682,727,717,707,702,671,716,716,646,666,671,706,701,672,721,662,672,706
36,656,666,667,320,321,310,351,320,301,311,631,350,316,316,316,366,331,346,311,316,321,310,311,316,311,351,310,316,361,311,321,320
37,1052,1017,1227,677,697,687,697,701,697,691,696,686,697,687,727,687,686,686,691,717,692,696,687,712,682,682,686,677,681,692,697,671
38,642,652,661,316,321,311,336,330,316,320,340,311,310,311,336,321,335,305,315,326,311,381,311,316,316,311,321,316,311,320,311,321
39,1227,1268,1223,672,682,667,667,666,667,676,676,677,671,671,697,681,656,666,666,662,662,686,671,677,687,672,677,661,672,671,681,657
40,637,652,651,381,315,316,391,306,311,316,386,311,316,310,311,310,341,316,316,311,321,310,360,386,311,311,376,315,311,316,381,311
41,1032,1002,962,682,691,686,687,652,686,682,657,687,692,666,702,686,692,662,652,646,681,692,691,641,681,686,687,651,722,652,681,657
42,636,672,662,316,315,310,336,316,310,316,316,311,311,316,326,321,341,316,311,310,320,306,316,320,310,320,316,316,311,316,310,320
